Country,Region,District
Pakistan,Sindh,Sukkur
Pakistan,Sindh,Tando Allahyar
Pakistan,Sindh,Tando Muhammad Khan
Pakistan,Sindh,Tharparkar
Pakistan,Sindh,Thatta
Pakistan,Sindh,Umer Kot
Pakistan,Sindh,West Karachi
Panama,Bocas Del Toro,Bocas Del Toro
Panama,Bocas Del Toro,Changuinola
Panama,Bocas Del Toro,Chiriquí Grande
Panama,Chiriquí,Alanje
Panama,Chiriquí,Barú
Panama,Chiriquí,Boquerón
Panama,Chiriquí,Boquete
Panama,Chiriquí,Bugaba
Panama,Chiriquí,David
Panama,Chiriquí,Dolega
Panama,Chiriquí,Gualaca
Panama,Chiriquí,Remedios
Panama,Chiriquí,Renacimiento
Panama,Chiriquí,San Félix
Panama,Chiriquí,San Lorenzo
Panama,Chiriquí,Tolé
Panama,Coclé,Aguadulce
Panama,Coclé,Antón
Panama,Coclé,La Pintada
Panama,Coclé,Natá
Panama,Coclé,Olá
Panama,Coclé,Penonomé
Panama,Colón,Chagres
Panama,Colón,Colón
Panama,Colón,Donoso
Panama,Colón,Portobelo
Panama,Colón,Santa Isabel
Panama,Colón,Waterbody
Panama,Darién,Chepigana
Panama,Darién,Pinogana
Panama,Emberá,Cémaco
Panama,Emberá,Sambú
Panama,Herrera,Chitré
Panama,Herrera,Las Minas
Panama,Herrera,Los Pozos
Panama,Herrera,Ocú
Panama,Herrera,Parita
Panama,Herrera,Pesé
Panama,Herrera,Santa María
Panama,Kuna Yala,Kuna Yala
Panama,Los Santos,Guararé
Panama,Los Santos,Las Tablas
Panama,Los Santos,Los Santos
Panama,Los Santos,Macaracas
Panama,Los Santos,Pedasí
Panama,Los Santos,Pocrí
Panama,Los Santos,Tonosí
Panama,Ngöbe Buglé,Besiko
Panama,Ngöbe Buglé,Kankintú
Panama,Ngöbe Buglé,Kusapín
Panama,Ngöbe Buglé,Mironó
Panama,Ngöbe Buglé,Müna
Panama,Ngöbe Buglé,Nole Duima
Panama,Ngöbe Buglé,Ñürüm
Panama,Panamá,Balboa
Panama,Panamá,Chepo
Panama,Panamá,Chimán
Panama,Panamá,Panamá
Panama,Panamá,San Miguelito
Panama,Panamá,Taboga
Panama,Panamá,Waterbody
Panama,Panamá Oeste,Arraiján
Panama,Panamá Oeste,Capira
Panama,Panamá Oeste,Chame
Panama,Panamá Oeste,La Chorrera
Panama,Panamá Oeste,San Carlos
Panama,Panamá Oeste,Waterbody
Panama,Veraguas,Atalaya
Panama,Veraguas,Calobre
Panama,Veraguas,Cañazas
Panama,Veraguas,La Mesa
Panama,Veraguas,Las Palmas
Panama,Veraguas,Mariato
Panama,Veraguas,Montijo
Panama,Veraguas,Río De Jesús
Panama,Veraguas,San Francisco
Panama,Veraguas,Santa Fe
Panama,Veraguas,Santiago
Panama,Veraguas,Soná
Papua New Guinea,Autonomous Region of Bougainville,Central Bougainville District
Papua New Guinea,Autonomous Region of Bougainville,North Bougainville District
Papua New Guinea,Autonomous Region of Bougainville,South Bougainville District
Papua New Guinea,Central Province,Abau District
Papua New Guinea,Central Province,Goilala District
Papua New Guinea,Central Province,Kairuku - Hiri District
Papua New Guinea,Central Province,Rigo District
Papua New Guinea,Chimbu (Simbu) Province,Chuave District
Papua New Guinea,Chimbu (Simbu) Province,Gumine District
Papua New Guinea,Chimbu (Simbu) Province,Karimui/Nomane District
Papua New Guinea,Chimbu (Simbu) Province,Kerowagi District
Papua New Guinea,Chimbu (Simbu) Province,Kundiawa/Gembogl District
Papua New Guinea,Chimbu (Simbu) Province,Sina Sina Yonggomugl District
Papua New Guinea,East New Britain Province,Gazelle District
Papua New Guinea,East New Britain Province,Kokopo District
Papua New Guinea,East New Britain Province,Pomio District
Papua New Guinea,East New Britain Province,Rabaul District
Papua New Guinea,East Sepik Province,Ambunti/Drekikier District
Papua New Guinea,East Sepik Province,Angoram District
Papua New Guinea,East Sepik Province,Maprik District
Papua New Guinea,East Sepik Province,Wewak District
Papua New Guinea,East Sepik Province,Wosera Gawi District
Papua New Guinea,East Sepik Province,Yangoru Saussia District
Papua New Guinea,Eastern Highlands Province,Daulo District
Papua New Guinea,Eastern Highlands Province,Goroka District
Papua New Guinea,Eastern Highlands Province,Henganofi District
Papua New Guinea,Eastern Highlands Province,Kainanatu District
Papua New Guinea,Eastern Highlands Province,Lufa District
Papua New Guinea,Eastern Highlands Province,Obura/Wonenara District
Papua New Guinea,Eastern Highlands Province,Okapa District
Papua New Guinea,Eastern Highlands Province,Unggai/Benna District
Papua New Guinea,Enga Province,Kandep District
Papua New Guinea,Enga Province,Kompiam District
Papua New Guinea,Enga Province,Lagaip/Pogera District
Papua New Guinea,Enga Province,Wabag District
Papua New Guinea,Enga Province,Wapenamanda District
Papua New Guinea,Gulf Province,Kerema District
Papua New Guinea,Gulf Province,Kikori District
Papua New Guinea,Hela Province,Komo/Magarima District
Papua New Guinea,Hela Province,Koroba/Kopiago District
Papua New Guinea,Hela Province,Tari/Pori District
Papua New Guinea,Jiwaka Province,Anglimp/South Waghi District
Papua New Guinea,Jiwaka Province,Jimi District
Papua New Guinea,Jiwaka Province,North Waghi District
Papua New Guinea,Madang Province,Bogia District
Papua New Guinea,Madang Province,Madang District
Papua New Guinea,Madang Province,Middle Ramu District
Papua New Guinea,Madang Province,Rai Coast District
Papua New Guinea,Madang Province,Sumkar District
Papua New Guinea,Madang Province,Usino Bundi District
Papua New Guinea,Manus Province,Manus District
Papua New Guinea,Milne Bay Province,Alotau District
Papua New Guinea,Milne Bay Province,Esa'Ala District
Papua New Guinea,Milne Bay Province,Kiriwina-Goodenough District
Papua New Guinea,Milne Bay Province,Samarai-Murua District
Papua New Guinea,Morobe Province,Bulolo District
Papua New Guinea,Morobe Province,Finschafen District
Papua New Guinea,Morobe Province,Huon District
Papua New Guinea,Morobe Province,Kabwum District
Papua New Guinea,Morobe Province,Lae District
Papua New Guinea,Morobe Province,Markham District
Papua New Guinea,Morobe Province,Menyamya District
Papua New Guinea,Morobe Province,Nawae District
Papua New Guinea,Morobe Province,Tawae/Siassi District
Papua New Guinea,National Capital District,National Capital District
Papua New Guinea,New Ireland Province,Kavieng District
Papua New Guinea,New Ireland Province,Namatanai District
Papua New Guinea,Northern (Oro) Province,Ijivitari District
Papua New Guinea,Northern (Oro) Province,Sohe District
Papua New Guinea,Southern Highlands Province,Ialibu/Pangia District
Papua New Guinea,Southern Highlands Province,Imbonggu District
Papua New Guinea,Southern Highlands Province,Kagua/Erave District
Papua New Guinea,Southern Highlands Province,Mendi/Munihu District
Papua New Guinea,Southern Highlands Province,Nipa/Kutubu District
Papua New Guinea,West New Britain Province,Kandrian/Gloucester District
Papua New Guinea,West New Britain Province,Talasea District
Papua New Guinea,West Sepik (Sandaun) Province,Aitape/Lumi District
Papua New Guinea,West Sepik (Sandaun) Province,Nuku District
Papua New Guinea,West Sepik (Sandaun) Province,Telefomin District
Papua New Guinea,West Sepik (Sandaun) Province,Vanimo/Green River District
Papua New Guinea,Western Highlands Province,Dei District
Papua New Guinea,Western Highlands Province,Mt Hagen District
Papua New Guinea,Western Highlands Province,Mul/Baiyer District
Papua New Guinea,Western Highlands Province,Tambul/Nebilyer District
Papua New Guinea,Western Province,Middle Fly District
Papua New Guinea,Western Province,North Fly District
Papua New Guinea,Western Province,South Fly District
Paraguay,Alto Paraguay,Bahía Negra
Paraguay,Alto Paraguay,Carmelo Peralta
Paraguay,Alto Paraguay,Fuerte Olimpo
Paraguay,Alto Paraguay,Puerto Casado
Paraguay,Alto Paraná,Ciudad Del Este
Paraguay,Alto Paraná,Domingo Martínez De Irala
Paraguay,Alto Paraná,Dr. Juan León Mallorquín
Paraguay,Alto Paraná,Dr. Raúl Peña
Paraguay,Alto Paraná,Hernandarias
Paraguay,Alto Paraná,Iruña
Paraguay,Alto Paraná,Itakyry
Paraguay,Alto Paraná,Juan E. O'Leary
Paraguay,Alto Paraná,Los Cedrales
Paraguay,Alto Paraná,Mbaracayú
Paraguay,Alto Paraná,Minga Guazú
Paraguay,Alto Paraná,Minga Porá
Paraguay,Alto Paraná,Ñacunday
Paraguay,Alto Paraná,Naranjal
Paraguay,Alto Paraná,Presidente Franco
Paraguay,Alto Paraná,San Alberto
Paraguay,Alto Paraná,San Cristobal
Paraguay,Alto Paraná,Santa Fe Del Paraná
Paraguay,Alto Paraná,Santa Rita
Paraguay,Alto Paraná,Santa Rosa Del Monday
Paraguay,Alto Paraná,Tavapy
Paraguay,Alto Paraná,Yguazú
Paraguay,Amambay,Bella Vista
Paraguay,Amambay,Capitán Bado
Paraguay,Amambay,Karapaí
Paraguay,Amambay,Pedro Juan Caballero
Paraguay,Amambay,Zanja Pytã
Paraguay,Asunción,Asunción
Paraguay,Boquerón,Filadelfia
Paraguay,Boquerón,Loma Plata
Paraguay,Boquerón,Mariscal José Félix Estigarrib
Paraguay,Caaguazú,3 De Febrero
Paraguay,Caaguazú,Caaguazú
Paraguay,Caaguazú,Carayaó
Paraguay,Caaguazú,Coronel Oviedo
Paraguay,Caaguazú,Dr. Cecilio Báez
Paraguay,Caaguazú,Dr. J. Eulogio Estigarribia
Paraguay,Caaguazú,Dr. Juan Manuel Frutos
Paraguay,Caaguazú,José Domingo Ocampos
Paraguay,Caaguazú,La Pastora
Paraguay,Caaguazú,Mariscal Francisco Solano Lópe
Paraguay,Caaguazú,Nueva Londres
Paraguay,Caaguazú,Nueva Toledo
Paraguay,Caaguazú,R.I. 3 Corrales
Paraguay,Caaguazú,Raúl Arsenio Oviedo
Paraguay,Caaguazú,Repatriación
Paraguay,Caaguazú,San Joaquín
Paraguay,Caaguazú,San José De Los Arroyos
Paraguay,Caaguazú,Santa Rosa Del Mbutuy
Paraguay,Caaguazú,Simón Bolivar
Paraguay,Caaguazú,Tembiaporá
Paraguay,Caaguazú,Vaquería
Paraguay,Caaguazú,Yhú
Paraguay,Caazapá,3 De Mayo
Paraguay,Caazapá,Abaí
Paraguay,Caazapá,Buena Vista
Paraguay,Caazapá,Caazapá
Paraguay,Caazapá,Dr. Moisés S. Bertoni
Paraguay,Caazapá,Gral. Higinio Morinigo
Paraguay,Caazapá,Maciel
Paraguay,Caazapá,San Juan Nepomuceno
Paraguay,Caazapá,Tavaí
Paraguay,Caazapá,Yegros
Paraguay,Caazapá,Yuty
Paraguay,Canindeyú,Corpus Christi
Paraguay,Canindeyú,Francisco Caballero Alvarez
Paraguay,Canindeyú,Itanará
Paraguay,Canindeyú,Katueté
Paraguay,Canindeyú,La Paloma Del Espíritu Santo
Paraguay,Canindeyú,Nueva Esperanza
Paraguay,Canindeyú,Salto Del Guairá
Paraguay,Canindeyú,Villa Curuguaty
Paraguay,Canindeyú,Villa Ygatimí
Paraguay,Canindeyú,Yasy Cañy
Paraguay,Canindeyú,Yby Pytá
Paraguay,Canindeyú,Ybyrarobaná
Paraguay,Canindeyú,Ypejhú
Paraguay,Central,Areguá
Paraguay,Central,Capiatá
Paraguay,Central,Fernando De La Mora
Paraguay,Central,Guarambaré
Paraguay,Central,Itá
Paraguay,Central,Itauguá
Paraguay,Central,J. Augusto Saldivar
Paraguay,Central,Lambaré
Paraguay,Central,Limpio
Paraguay,Central,Luque
Paraguay,Central,Mariano Roque Alonso
Paraguay,Central,Ñemby
Paraguay,Central,Nueva Italia
Paraguay,Central,San Antonio
Paraguay,Central,San Lorenzo
Paraguay,Central,Villa Elisa
Paraguay,Central,Villeta
Paraguay,Central,Ypacaraí
Paraguay,Central,Ypané
Paraguay,Concepción,Azote'Y
Paraguay,Concepción,Belén
Paraguay,Concepción,Concepción
Paraguay,Concepción,Horqueta
Paraguay,Concepción,Loreto
Paraguay,Concepción,Paso Barreto
Paraguay,Concepción,San Alfredo
Paraguay,Concepción,San Carlos Del Apa
Paraguay,Concepción,San Lázaro
Paraguay,Concepción,Sargento José Félix López
Paraguay,Concepción,Yby Yaú
Paraguay,Cordillera,Altos
Paraguay,Cordillera,Arroyos Y Esteros
Paraguay,Cordillera,Atyrá
Paraguay,Cordillera,Caacupé
Paraguay,Cordillera,Caraguatay
Paraguay,Cordillera,Emboscada
Paraguay,Cordillera,Eusebio Ayala
Paraguay,Cordillera,Isla Pucú
Paraguay,Cordillera,Itacurubí De La Cordillera
Paraguay,Cordillera,Juan De Mena
Paraguay,Cordillera,Loma Grande
Paraguay,Cordillera,Mbocayaty Del Yhaguy
Paraguay,Cordillera,Nueva Colombia
Paraguay,Cordillera,Piribebuy
Paraguay,Cordillera,Primero De Marzo
Paraguay,Cordillera,San Bernardino
Paraguay,Cordillera,San Jose Obrero
Paraguay,Cordillera,Santa Elena
Paraguay,Cordillera,Tobatí
Paraguay,Cordillera,Valenzuela
Paraguay,Guairá,Borja
Paraguay,Guairá,Capitán Mauricio José Troche
Paraguay,Guairá,Coronel Martínez
Paraguay,Guairá,Doctor Bottrell
Paraguay,Guairá,Félix Pérez Cardozo
Paraguay,Guairá,Gral. Eugenio A. Garay
Paraguay,Guairá,Independencia
Paraguay,Guairá,Itapé
Paraguay,Guairá,Iturbe
Paraguay,Guairá,José Fassardi
Paraguay,Guairá,Mbocayaty
Paraguay,Guairá,Natalicio Talavera
Paraguay,Guairá,Ñumí
Paraguay,Guairá,Paso Yobai
Paraguay,Guairá,San Salvador
Paraguay,Guairá,Tebicuary
Paraguay,Guairá,Villarrica
Paraguay,Guairá,Yataity
Paraguay,Itapúa,Alto Verá
Paraguay,Itapúa,Bella Vista
Paraguay,Itapúa,Cambyretá
Paraguay,Itapúa,Capitán Meza
Paraguay,Itapúa,Capitán Miranda
Paraguay,Itapúa,Carlos Antonio López
Paraguay,Itapúa,Carmen Del Paraná
Paraguay,Itapúa,Coronel Bogado
Paraguay,Itapúa,Edelira
Paraguay,Itapúa,Encarnación
Paraguay,Itapúa,Fram
Paraguay,Itapúa,General Artigas
Paraguay,Itapúa,General Delgado
Paraguay,Itapúa,Hohenau
Paraguay,Itapúa,Itapúa Poty
Paraguay,Itapúa,Jesús
Paraguay,Itapúa,José Leandro Oviedo
Paraguay,Itapúa,La Paz
Paraguay,Itapúa,Mayor Julio Dionisio Otaño
Paraguay,Itapúa,Natalio
Paraguay,Itapúa,Nueva Alborada
Paraguay,Itapúa,Obligado
Paraguay,Itapúa,Pirapó
Paraguay,Itapúa,San Cosme Y Damian
Paraguay,Itapúa,San Juan Del Paraná
Paraguay,Itapúa,San Pedro Del Paraná
Paraguay,Itapúa,San Rafael Del Paraná
Paraguay,Itapúa,Tomás Romero Pereira
Paraguay,Itapúa,Trinidad
Paraguay,Itapúa,Yatytay
Paraguay,Misiones,Ayolas
Paraguay,Misiones,San Ignacio
Paraguay,Misiones,San Juan Bautista De Las Misio
Paraguay,Misiones,San Miguel
Paraguay,Misiones,San Patricio
Paraguay,Misiones,Santa María
Paraguay,Misiones,Santa Rosa
Paraguay,Misiones,Santiago
Paraguay,Misiones,Villa Florida
Paraguay,Misiones,Yabebyry
Paraguay,Ñeembucú,Alberdi
Paraguay,Ñeembucú,Cerrito
Paraguay,Ñeembucú,Desmochados
Paraguay,Ñeembucú,Gral. José Eduvigis Díaz
Paraguay,Ñeembucú,Guazú-Cuá
Paraguay,Ñeembucú,Humaitá
Paraguay,Ñeembucú,Isla Umbú
Paraguay,Ñeembucú,Laureles
Paraguay,Ñeembucú,Mayor José Dejesús Martínez
Paraguay,Ñeembucú,Paso De Patria
Paraguay,Ñeembucú,Pilar
Paraguay,Ñeembucú,San Juan Bautista De Ñeembucú
Paraguay,Ñeembucú,Tacuaras
Paraguay,Ñeembucú,Villa Franca
Paraguay,Ñeembucú,Villa Oliva
Paraguay,Ñeembucú,Villalbín
Paraguay,Paraguarí,Acahay
Paraguay,Paraguarí,Caapucú
Paraguay,Paraguarí,Caballero
Paraguay,Paraguarí,Carapeguá
Paraguay,Paraguarí,Escobar
Paraguay,Paraguarí,La Colmena
Paraguay,Paraguarí,Mbuyapey
Paraguay,Paraguarí,Paraguarí
Paraguay,Paraguarí,Pirayú
Paraguay,Paraguarí,Quiindy
Paraguay,Paraguarí,Quyquyhó
Paraguay,Paraguarí,Roque Gonzalez De Santacruz
Paraguay,Paraguarí,Sapucái
Paraguay,Paraguarí,Tebicuary-Mí
Paraguay,Paraguarí,Yaguarón
Paraguay,Paraguarí,Ybycuí
Paraguay,Paraguarí,Ybytymí
Paraguay,Presidente Hayes,Benjamín Aceval
Paraguay,Presidente Hayes,General José María Bruguez
Paraguay,Presidente Hayes,José Falcón
Paraguay,Presidente Hayes,Nanawa
Paraguay,Presidente Hayes,Puerto Pinasco
Paraguay,Presidente Hayes,Teniente Esteban Martínez
Paraguay,Presidente Hayes,Tte. 1° Manuel Irala Fernández
Paraguay,Presidente Hayes,Villa Hayes
Paraguay,San Pedro,25 De Diciembre
Paraguay,San Pedro,Antequera
Paraguay,San Pedro,Capiibary
Paraguay,San Pedro,Choré
Paraguay,San Pedro,General Elizardo Aquino
Paraguay,San Pedro,General Francisco Isidoro Resq
Paraguay,San Pedro,Guajayvi
Paraguay,San Pedro,Itacurubí Del Rosario
Paraguay,San Pedro,Liberación
Paraguay,San Pedro,Lima
Paraguay,San Pedro,Nueva Germania
Paraguay,San Pedro,San Estanislao
Paraguay,San Pedro,San Pablo
Paraguay,San Pedro,San Pedro Del Ycuamandyyú
Paraguay,San Pedro,Santa Rosa Del Aguaray
Paraguay,San Pedro,Tacuatí
Paraguay,San Pedro,Unión
Paraguay,San Pedro,Villa Del Rosario
Paraguay,San Pedro,Yataity Del Norte
Paraguay,San Pedro,Yrybucua
Peru,Amazonas,Bagua
Peru,Amazonas,Bongara
Peru,Amazonas,Chachapoyas
Peru,Amazonas,Condorcanqui
Peru,Amazonas,Luya
Peru,Amazonas,Rodriguez De Mendoza
Peru,Amazonas,Utcubamba
Peru,Ancash,Aija
Peru,Ancash,Antonio Raymondi
Peru,Ancash,Asuncion
Peru,Ancash,Bolognesi
Peru,Ancash,Carhuaz
Peru,Ancash,Carlos Fermin Fitzcarrald
Peru,Ancash,Casma
Peru,Ancash,Corongo
Peru,Ancash,Huaraz
Peru,Ancash,Huari
Peru,Ancash,Huarmey
Peru,Ancash,Huaylas
Peru,Ancash,Mariscal Luzuriaga
Peru,Ancash,Ocros
Peru,Ancash,Pallasca
Peru,Ancash,Pomabamba
Peru,Ancash,Recuay
Peru,Ancash,Santa
Peru,Ancash,Sihuas
Peru,Ancash,Yungay
Peru,Apurimac,Abancay
Peru,Apurimac,Andahuaylas
Peru,Apurimac,Antabamba
Peru,Apurimac,Aymaraes
Peru,Apurimac,Chincheros
Peru,Apurimac,Cotabambas
Peru,Apurimac,Grau
Peru,Arequipa,Arequipa
Peru,Arequipa,Camana
Peru,Arequipa,Caraveli
Peru,Arequipa,Castilla
Peru,Arequipa,Caylloma
Peru,Arequipa,Condesuyos
Peru,Arequipa,Islay
Peru,Arequipa,La Union
Peru,Ayacucho,Cangallo
Peru,Ayacucho,Huamanga
Peru,Ayacucho,Huanca Sancos
Peru,Ayacucho,Huanta
Peru,Ayacucho,La Mar
Peru,Ayacucho,Lucanas
Peru,Ayacucho,Parinacochas
Peru,Ayacucho,Paucar Del Sara Sara
Peru,Ayacucho,Sucre
Peru,Ayacucho,Victor Fajardo
Peru,Ayacucho,Vilcas Huaman
Peru,Cajamarca,Cajabamba
Peru,Cajamarca,Cajamarca
Peru,Cajamarca,Celendin
Peru,Cajamarca,Chota
Peru,Cajamarca,Contumaza
Peru,Cajamarca,Cutervo
Peru,Cajamarca,Hualgayoc
Peru,Cajamarca,Jaen
Peru,Cajamarca,San Ignacio
Peru,Cajamarca,San Marcos
Peru,Cajamarca,San Miguel
Peru,Cajamarca,San Pablo
Peru,Cajamarca,Santa Cruz
Peru,Callao,Callao
Peru,Cusco,Acomayo
Peru,Cusco,Anta
Peru,Cusco,Calca
Peru,Cusco,Canas
Peru,Cusco,Canchis
Peru,Cusco,Chumbivilcas
Peru,Cusco,Cusco
Peru,Cusco,Espinar
Peru,Cusco,La Convencion
Peru,Cusco,Paruro
Peru,Cusco,Paucartambo
Peru,Cusco,Quispicanchi
Peru,Cusco,Urubamba
Peru,Huancavelica,Acobamba
Peru,Huancavelica,Angaraes
Peru,Huancavelica,Castrovirreyna
Peru,Huancavelica,Churcampa
Peru,Huancavelica,Huancavelica
Peru,Huancavelica,Huaytara
Peru,Huancavelica,Tayacaja
Peru,Huanuco,Ambo
Peru,Huanuco,Dos De Mayo
Peru,Huanuco,Huacaybamba
Peru,Huanuco,Huamalies
Peru,Huanuco,Huanuco
Peru,Huanuco,Lauricocha
Peru,Huanuco,Leoncio Prado
Peru,Huanuco,Marañon
Peru,Huanuco,Pachitea
Peru,Huanuco,Puerto Inca
Peru,Huanuco,Yarowilca
Peru,Ica,Chincha
Peru,Ica,Ica
Peru,Ica,Nasca
Peru,Ica,Palpa
Peru,Ica,Pisco
Peru,Junin,Chanchamayo
Peru,Junin,Chupaca
Peru,Junin,Concepcion
Peru,Junin,Huancayo
Peru,Junin,Jauja
Peru,Junin,Junin
Peru,Junin,Satipo
Peru,Junin,Tarma
Peru,Junin,Yauli
Peru,La Libertad,Ascope
Peru,La Libertad,Bolivar
Peru,La Libertad,Chepen
Peru,La Libertad,Gran Chimu
Peru,La Libertad,Julcan
Peru,La Libertad,Otuzco
Peru,La Libertad,Pacasmayo
Peru,La Libertad,Pataz
Peru,La Libertad,Sanchez Carrion
Peru,La Libertad,Santiago De Chuco
Peru,La Libertad,Trujillo
Peru,La Libertad,Viru
Peru,Lambayeque,Chiclayo
Peru,Lambayeque,Ferreñafe
Peru,Lambayeque,Lambayeque
Peru,Lima,Barranca
Peru,Lima,Cajatambo
Peru,Lima,Cañete
Peru,Lima,Canta
Peru,Lima,Huaral
Peru,Lima,Huarochiri
Peru,Lima,Huaura
Peru,Lima,Lima
Peru,Lima,Oyon
Peru,Lima,Yauyos
Peru,Loreto,Alto Amazonas
Peru,Loreto,Datem Del Marañon
Peru,Loreto,Loreto
Peru,Loreto,Mariscal Ramon Castilla
Peru,Loreto,Maynas
Peru,Loreto,Putumayo
Peru,Loreto,Requena
Peru,Loreto,Ucayali
Peru,Madre De Dios,Manu
Peru,Madre De Dios,Tahuamanu
Peru,Madre De Dios,Tambopata
Peru,Moquegua,General Sanchez Cerro
Peru,Moquegua,Ilo
Peru,Moquegua,Mariscal Nieto
Peru,Pasco,Daniel Alcides Carrion
Peru,Pasco,Oxapampa
Peru,Pasco,Pasco
Peru,Piura,Ayabaca
Peru,Piura,Huancabamba
Peru,Piura,Morropon
Peru,Piura,Paita
Peru,Piura,Piura
Peru,Piura,Sechura
Peru,Piura,Sullana
Peru,Piura,Talara
Peru,Puno,Azangaro
Peru,Puno,Carabaya
Peru,Puno,Chucuito
Peru,Puno,El Collao
Peru,Puno,Huancane
Peru,Puno,Lampa
Peru,Puno,Melgar
Peru,Puno,Moho
Peru,Puno,Puno
Peru,Puno,San Antonio De Putina
Peru,Puno,San Roman
Peru,Puno,Sandia
Peru,Puno,Waterbody
Peru,San Martin,Bellavista
Peru,San Martin,El Dorado
Peru,San Martin,Huallaga
Peru,San Martin,Lamas
Peru,San Martin,Mariscal Caceres
Peru,San Martin,Moyobamba
Peru,San Martin,Picota
Peru,San Martin,Rioja
Peru,San Martin,San Martin
Peru,San Martin,Tocache
Peru,Tacna,Candarave
Peru,Tacna,Jorge Basadre
Peru,Tacna,Tacna
Peru,Tacna,Tarata
Peru,Tumbes,Contralmirante Villar
Peru,Tumbes,Tumbes
Peru,Tumbes,Zarumilla
Peru,Ucayali,Atalaya
Peru,Ucayali,Coronel Portillo
Peru,Ucayali,Padre Abad
Peru,Ucayali,Purus
Peru,Puno,Yunguyo
Philippines,Autonomous Region In Muslim Mindanao (Armm),Basilan
Philippines,Autonomous Region In Muslim Mindanao (Armm),Lanao Del Sur
Philippines,Autonomous Region In Muslim Mindanao (Armm),Maguindanao
Philippines,Autonomous Region In Muslim Mindanao (Armm),Sulu
Philippines,Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi
Philippines,Cordillera Administrative Region (Car),Abra
Philippines,Cordillera Administrative Region (Car),Apayao
Philippines,Cordillera Administrative Region (Car),Benguet
Philippines,Cordillera Administrative Region (Car),Ifugao
Philippines,Cordillera Administrative Region (Car),Kalinga
Philippines,Cordillera Administrative Region (Car),Mountain Province
Philippines,Mimaropa Region,Marinduque
Philippines,Mimaropa Region,Occidental Mindoro
Philippines,Mimaropa Region,Oriental Mindoro
Philippines,Mimaropa Region,Palawan
Philippines,Mimaropa Region,Romblon
Philippines,National Capital Region (Ncr),National Capital Region
Philippines,Region I (Ilocos Region),Ilocos Norte
Philippines,Region I (Ilocos Region),Ilocos Sur
Philippines,Region I (Ilocos Region),La Union
Philippines,Region I (Ilocos Region),Pangasinan
Philippines,Region Ii (Cagayan Valley),Batanes
Philippines,Region Ii (Cagayan Valley),Cagayan
Philippines,Region Ii (Cagayan Valley),Isabela
Philippines,Region Ii (Cagayan Valley),Nueva Vizcaya
Philippines,Region Ii (Cagayan Valley),Quirino
Philippines,Region Iii (Central Luzon),Aurora
Philippines,Region Iii (Central Luzon),Bataan
Philippines,Region Iii (Central Luzon),Bulacan
Philippines,Region Iii (Central Luzon),Nueva Ecija
Philippines,Region Iii (Central Luzon),Pampanga
Philippines,Region Iii (Central Luzon),Tarlac
Philippines,Region Iii (Central Luzon),Zambales
Philippines,Region Iv-A (Calabarzon),Batangas
Philippines,Region Iv-A (Calabarzon),Cavite
Philippines,Region Iv-A (Calabarzon),Laguna
Philippines,Region Iv-A (Calabarzon),Quezon
Philippines,Region Iv-A (Calabarzon),Rizal
Philippines,Region Ix (Zamboanga Peninsula),City Of Isabela
Philippines,Region Ix (Zamboanga Peninsula),Zamboanga City
Philippines,Region Ix (Zamboanga Peninsula),Zamboanga Del Norte
Philippines,Region Ix (Zamboanga Peninsula),Zamboanga Del Sur
Philippines,Region Ix (Zamboanga Peninsula),Zamboanga Sibugay
Philippines,Region V (Bicol Region),Albay
Philippines,Region V (Bicol Region),Camarines Norte
Philippines,Region V (Bicol Region),Camarines Sur
Philippines,Region V (Bicol Region),Catanduanes
Philippines,Region V (Bicol Region),Masbate
Philippines,Region V (Bicol Region),Sorsogon
Philippines,Region Vi (Western Visayas),Aklan
Philippines,Region Vi (Western Visayas),Antique
Philippines,Region Vi (Western Visayas),Capiz
Philippines,Region Vi (Western Visayas),Guimaras
Philippines,Region Vi (Western Visayas),Iloilo
Philippines,Region Vi (Western Visayas),Negros Occidental
Philippines,Region Vii (Central Visayas),Bohol
Philippines,Region Vii (Central Visayas),Cebu
Philippines,Region Vii (Central Visayas),Negros Oriental
Philippines,Region Vii (Central Visayas),Siquijor
Philippines,Region Viii (Eastern Visayas),Biliran
Philippines,Region Viii (Eastern Visayas),Eastern Samar
Philippines,Region Viii (Eastern Visayas),Leyte
Philippines,Region Viii (Eastern Visayas),Northern Samar
Philippines,Region Viii (Eastern Visayas),Samar
Philippines,Region Viii (Eastern Visayas),Southern Leyte
Philippines,Region X (Northern Mindanao),Bukidnon
Philippines,Region X (Northern Mindanao),Camiguin
Philippines,Region X (Northern Mindanao),Lanao Del Norte
Philippines,Region X (Northern Mindanao),Misamis Occidental
Philippines,Region X (Northern Mindanao),Misamis Oriental
Philippines,Region Xi (Davao Region),Compostela Valley
Philippines,Region Xi (Davao Region),Davao Del Norte
Philippines,Region Xi (Davao Region),Davao Del Sur
Philippines,Region Xi (Davao Region),Davao Occidental
Philippines,Region Xi (Davao Region),Davao Oriental
Philippines,Region Xii (Soccsksargen),Cotabato
Philippines,Region Xii (Soccsksargen),Cotabato City
Philippines,Region Xii (Soccsksargen),Sarangani
Philippines,Region Xii (Soccsksargen),South Cotabato
Philippines,Region Xii (Soccsksargen),Sultan Kudarat
